Response ID,DOB,Gender,Employment Duration,Industry,Profession,No of Employees in organization,Has children,Location,Weekly Remote work time(in %),Preferred weekly Remote work time(in %),Yearly Remote work time(in %),Preferred Yearly Remote work time(in %),Preferred Remote work time post Covid
207,1957,Female,More than 5 years,Financial and Insurance,Clerical and administrative workers - Clerical and Office Support Workers,More than 200,No,Metro,100,100,100,100,100
208,1989,Male,Less than 1 year,Information Media and Telecommunications,Professionals - ICT Professionals,5-19,No,Metro,60,80,50,50,40
209,1988,Female,Less than 1 year,"Agriculture, Forestry and Fishing",Community and personal service workers - Health and Welfare Support Workers,Self employed,No,Regional,20,20,50,30,30
210,1990,Male,Less than 1 year,Information Media and Telecommunications,"Managers - Chief Executives, General Managers and Legislators",20-199,No,Metro,20,40,60,80,70
211,1974,Female,Between 1 and 5 years,Wholesale Trade,Clerical and administrative workers - Personal Assistants and Secretaries,20-199,Yes,Metro,60,100,50,50,50
212,1990,Female,More than 5 years,Information Media and Telecommunications,Professionals - ICT Professionals,More than 200,Yes,Metro,10,20,20,10,5
213,1964,Male,Between 1 and 5 years,Arts and Recreation,Managers - Specialist Managers,5-19,Yes,Metro,10,30,10,30,40
214,1960,Male,More than 5 years,Financial and Insurance,"Professionals - Business, Human Resource and Marketing Professionals",Self employed,No,Metro,100,100,100,100,100
215,1996,Female,Between 1 and 5 years,Information Media and Telecommunications,Managers - Specialist Managers,More than 200,No,Metro,10,50,90,80,80
216,1963,Female,More than 5 years,"Professional, Scientific and Technical",Professionals - Health Professionals,More than 200,No,Regional,100,100,20,100,100
217,1970,Male,More than 5 years,Information Media and Telecommunications,"Professionals - Design, Engineering, Science and Transport Professionals",5-19,Yes,Metro,60,80,60,80,80
218,1987,Female,Less than 1 year,"Electricity, Gas, Water and Waste",Sales workers - Sales Assistants and Salespersons,Self employed,Yes,Metro,30,30,20,20,30
219,1980,Female,Between 1 and 5 years,Financial and Insurance,"Professionals - Business, Human Resource and Marketing Professionals",More than 200,Yes,Metro,50,50,50,50,40
220,1978,Female,Between 1 and 5 years,Financial and Insurance,Managers - Specialist Managers,More than 200,Yes,Metro,90,90,50,60,100
221,1994,Female,Between 1 and 5 years,"Transport, Postal and Warehousing",Clerical and administrative workers - General Clerical Workers,20-199,Yes,Metro,60,50,30,50,50
222,1964,Male,More than 5 years,"Professional, Scientific and Technical",Sales workers - Sales Representatives and Agents,20-199,No,Metro,20,20,20,20,20
223,1987,Male,Less than 1 year,Retail Trade,Community and personal service workers - Hospitality Workers,1-4,Yes,Metro,20,20,20,30,70
224,1973,Male,More than 5 years,"Professional, Scientific and Technical",Professionals - ICT Professionals,More than 200,No,Metro,100,100,100,100,80
225,1990,Female,More than 5 years,Information Media and Telecommunications,Professionals - ICT Professionals,More than 200,Yes,Metro,10,10,10,20,10
226,1958,Female,More than 5 years,Health Care and Social Assistance,Technicians and trades workers - Other Technicians and Trades Workers,More than 200,No,Regional,100,100,100,100,100
227,1969,Female,Between 1 and 5 years,Health Care and Social Assistance,Community and personal service workers - Health and Welfare Support Workers,More than 200,Yes,Metro,50,50,50,50,40
228,1979,Male,More than 5 years,Financial and Insurance,"Managers - Chief Executives, General Managers and Legislators",More than 200,No,Metro,50,50,50,50,50
229,1991,Female,More than 5 years,Manufacturing,"Managers - Chief Executives, General Managers and Legislators",20-199,No,Metro,100,100,60,50,70
230,1985,Male,Less than 1 year,Manufacturing,Sales workers - Sales Representatives and Agents,5-19,No,Metro,10,20,10,20,30
231,1988,Male,More than 5 years,Other Services,Labourers - Other Labourers,More than 200,No,Metro,10,80,20,80,50
232,1961,Female,More than 5 years,Construction,Clerical and administrative workers - Numerical Clerks,1-4,No,Metro,100,100,100,100,90
233,1970,Female,Less than 1 year,Administrative and Support,Clerical and administrative workers - Clerical and Office Support Workers,20-199,Yes,Metro,100,100,100,100,100
234,1982,Female,Between 1 and 5 years,Financial and Insurance,"Professionals - Business, Human Resource and Marketing Professionals",More than 200,No,Metro,100,80,100,100,90
235,1980,Male,More than 5 years,Construction,Managers - Farmers and Farm Managers,More than 200,Yes,Metro,40,40,30,20,10
236,1986,Female,More than 5 years,Other Services,Technicians and trades workers - Other Technicians and Trades Workers,1-4,No,Regional,100,100,100,100,80
237,1991,Male,More than 5 years,"Professional, Scientific and Technical","Professionals - Business, Human Resource and Marketing Professionals",20-199,No,Metro,80,80,60,70,60
238,1986,Male,Between 1 and 5 years,Education and Training,Professionals - Education Professionals,20-199,Yes,Metro,60,70,60,70,60
239,2001,Female,Less than 1 year,"Agriculture, Forestry and Fishing",Professionals - Education Professionals,5-19,Yes,Regional,10,10,20,20,10
240,1980,Male,More than 5 years,Construction,"Professionals - Business, Human Resource and Marketing Professionals",More than 200,Yes,Metro,10,20,30,10,10
241,1970,Male,Between 1 and 5 years,Information Media and Telecommunications,"Managers - Hospitality, Retail and Service Managers",20-199,Yes,Metro,40,50,40,50,20
242,1983,Female,Less than 1 year,"Transport, Postal and Warehousing",Clerical and administrative workers - Other Clerical and Administrative Workers,5-19,Yes,Regional,5,5,5,10,20
243,1978,Male,Between 1 and 5 years,Financial and Insurance,Managers - Specialist Managers,20-199,Yes,Metro,30,50,30,30,5
244,1962,Female,Between 1 and 5 years,Manufacturing,Managers - Specialist Managers,More than 200,No,Regional,0,0,0,0,0
245,1994,Female,Between 1 and 5 years,Retail Trade,Managers - Specialist Managers,20-199,Yes,Metro,50,70,50,90,60
246,1979,Male,Between 1 and 5 years,Financial and Insurance,Managers - Specialist Managers,20-199,Yes,Metro,30,30,30,30,5
247,1964,Female,More than 5 years,Financial and Insurance,Clerical and administrative workers - Clerical and Office Support Workers,20-199,No,Metro,50,50,50,50,50
248,1964,Female,More than 5 years,Financial and Insurance,Clerical and administrative workers - Clerical and Office Support Workers,5-19,Yes,Metro,5,5,5,20,20
249,1965,Female,More than 5 years,Financial and Insurance,Clerical and administrative workers - General Clerical Workers,20-199,No,Metro,60,70,60,70,70
250,1996,Female,Less than 1 year,Health Care and Social Assistance,Professionals - Health Professionals,5-19,No,Metro,70,70,70,80,70
251,1964,Female,More than 5 years,Wholesale Trade,Clerical and administrative workers - Clerical and Office Support Workers,More than 200,Yes,Metro,100,50,50,50,50
252,1985,Female,More than 5 years,Other Services,"Professionals - Business, Human Resource and Marketing Professionals",20-199,Yes,Metro,80,90,90,90,100
253,1980,Male,More than 5 years,Information Media and Telecommunications,"Managers - Chief Executives, General Managers and Legislators",More than 200,Yes,Metro,100,100,100,100,100
254,1993,Female,Between 1 and 5 years,Health Care and Social Assistance,Community and personal service workers - Health and Welfare Support Workers,More than 200,Yes,Regional,50,50,20,50,50
255,1963,Female,More than 5 years,Public Administration and Safety,Clerical and administrative workers - Other Clerical and Administrative Workers,More than 200,No,Metro,100,100,100,100,100
256,1969,Male,More than 5 years,Other Services,Technicians and trades workers - Electrotechnology and Telecommunications Trades Workers,More than 200,No,Regional,80,100,80,100,100
257,1957,Female,More than 5 years,Education and Training,Professionals - Education Professionals,More than 200,No,Metro,40,30,0,20,20
258,1985,Female,More than 5 years,"Professional, Scientific and Technical","Professionals - Legal, Social and Welfare Professionals",1-4,Yes,Metro,100,100,100,100,100
259,1969,Male,More than 5 years,Construction,"Professionals - Design, Engineering, Science and Transport Professionals",20-199,No,Metro,50,50,50,50,50
260,1997,Female,Less than 1 year,"Electricity, Gas, Water and Waste",Clerical and administrative workers - Inquiry Clerks and Receptionists,5-19,No,Metro,40,40,60,40,50
261,1990,Female,More than 5 years,Information Media and Telecommunications,Clerical and administrative workers - Office Managers and Program Administrators,More than 200,Yes,Metro,100,100,40,40,40
262,1982,Female,More than 5 years,Financial and Insurance,"Managers - Chief Executives, General Managers and Legislators",More than 200,No,Metro,50,50,50,50,50
263,2000,Female,Between 1 and 5 years,Information Media and Telecommunications,Clerical and administrative workers - Other Clerical and Administrative Workers,More than 200,No,Metro,10,0,0,0,0
264,1973,Female,Between 1 and 5 years,Financial and Insurance,Clerical and administrative workers - Clerical and Office Support Workers,More than 200,Yes,Regional,100,100,90,90,90
265,1986,Female,Between 1 and 5 years,Education and Training,Professionals - Education Professionals,20-199,Yes,Metro,0,0,0,0,0
266,1973,Male,More than 5 years,Manufacturing,"Professionals - Design, Engineering, Science and Transport Professionals",More than 200,Yes,Metro,50,50,40,50,50
267,2000,Female,Between 1 and 5 years,Mining,Machinery operators and drivers - Machine and Stationary Plant Operators,More than 200,No,Metro,50,50,50,50,50
268,1988,Female,Less than 1 year,"Rental, Hiring and Real Estate",Sales workers - Sales Assistants and Salespersons,1-4,Yes,Metro,30,50,60,80,70
269,1996,Female,Between 1 and 5 years,Other Services,"Professionals - Legal, Social and Welfare Professionals",More than 200,No,Metro,5,50,0,50,50
270,1990,Male,Between 1 and 5 years,Retail Trade,Sales workers - Sales Assistants and Salespersons,More than 200,No,Regional,50,50,20,20,10
271,1992,Male,Between 1 and 5 years,Other Services,Technicians and trades workers - Electrotechnology and Telecommunications Trades Workers,20-199,Yes,Metro,30,20,30,20,5
272,1981,Male,Between 1 and 5 years,Information Media and Telecommunications,"Managers - Chief Executives, General Managers and Legislators",More than 200,Yes,Metro,30,20,30,30,30
273,1998,Female,Less than 1 year,Other Services,Clerical and administrative workers - Personal Assistants and Secretaries,20-199,No,Metro,80,70,5,40,0
274,1985,Male,More than 5 years,Information Media and Telecommunications,"Managers - Chief Executives, General Managers and Legislators",20-199,Yes,Metro,20,20,20,20,10
275,1988,Female,Between 1 and 5 years,Financial and Insurance,"Professionals - Business, Human Resource and Marketing Professionals",More than 200,No,Metro,100,100,100,100,100
276,1960,Female,More than 5 years,Other Services,Clerical and administrative workers - Clerical and Office Support Workers,1-4,No,Metro,100,100,100,100,50
277,1969,Female,More than 5 years,Information Media and Telecommunications,"Professionals - Legal, Social and Welfare Professionals",More than 200,Yes,Metro,100,90,90,90,80
278,1986,Female,More than 5 years,"Agriculture, Forestry and Fishing",Managers - Specialist Managers,20-199,Yes,Regional,20,60,80,5,5
279,1965,Female,Between 1 and 5 years,Health Care and Social Assistance,Professionals - Health Professionals,Self employed,No,Metro,100,100,100,100,100
280,1970,Male,More than 5 years,Education and Training,Professionals - Education Professionals,20-199,Yes,Metro,0,50,0,50,0
281,1961,Male,More than 5 years,Public Administration and Safety,Managers - Specialist Managers,5-19,No,Metro,70,60,60,40,20
282,1980,Female,More than 5 years,Other Services,"Managers - Hospitality, Retail and Service Managers",20-199,No,Metro,100,100,100,100,100
283,1963,Male,More than 5 years,Financial and Insurance,Managers - Specialist Managers,5-19,No,Metro,5,5,5,5,5
284,1961,Male,More than 5 years,Financial and Insurance,Professionals - ICT Professionals,More than 200,No,Metro,50,50,50,50,50
285,1964,Male,Less than 1 year,Accommodation and Food,"Managers - Hospitality, Retail and Service Managers",20-199,No,Metro,20,100,20,100,5
286,1974,Male,Between 1 and 5 years,Information Media and Telecommunications,Technicians and trades workers - Electrotechnology and Telecommunications Trades Workers,20-199,Yes,Metro,5,0,0,0,0
287,1980,Male,Between 1 and 5 years,Manufacturing,"Professionals - Business, Human Resource and Marketing Professionals",More than 200,No,Metro,5,30,0,30,30
288,1972,Male,More than 5 years,"Professional, Scientific and Technical",Managers - Specialist Managers,More than 200,No,Metro,90,90,90,90,90
289,1969,Male,Between 1 and 5 years,Public Administration and Safety,Clerical and administrative workers - Office Managers and Program Administrators,More than 200,Yes,Metro,80,5,20,20,20
290,1964,Male,Between 1 and 5 years,Construction,Labourers - Construction and Mining Labourers,5-19,No,Regional,5,20,20,40,40
291,1990,Female,More than 5 years,Wholesale Trade,Clerical and administrative workers - Other Clerical and Administrative Workers,More than 200,Yes,Metro,100,100,100,100,100
292,1983,Female,More than 5 years,Financial and Insurance,"Professionals - Business, Human Resource and Marketing Professionals",More than 200,No,Metro,100,100,90,90,80
293,1998,Female,Between 1 and 5 years,Other Services,"Managers - Hospitality, Retail and Service Managers",More than 200,No,Metro,90,90,90,90,90
294,1980,Male,Less than 1 year,Financial and Insurance,Managers - Specialist Managers,More than 200,Yes,Metro,100,100,80,60,50
295,1959,Male,More than 5 years,"Electricity, Gas, Water and Waste","Professionals - Design, Engineering, Science and Transport Professionals",More than 200,No,Metro,80,80,80,80,90
296,1962,Female,More than 5 years,Financial and Insurance,"Managers - Chief Executives, General Managers and Legislators",Self employed,No,Metro,80,80,50,50,50
297,1972,Male,More than 5 years,Information Media and Telecommunications,Professionals - ICT Professionals,5-19,Yes,Metro,100,100,100,100,80
